t1.bmp,01:35:16.505,G,37.0
t2.bmp,01:35:16.539,G,30.0
t3.bmp,01:35:16.564,G,20.0
t4.bmp,01:35:16.602,G,33.0
t5.bmp,01:35:16.633,G,28.0
t6.bmp,01:35:16.650,D,12.0
t7.bmp,01:35:16.670,G,17.0
t8.bmp,01:35:16.711,D,37.0
t9.bmp,01:35:16.731,G,16.0
t10.bmp,01:35:16.767,D,32.0
t11.bmp,01:35:16.779,G,9.0
t12.bmp,01:35:16.790,G,7.0
t13.bmp,01:35:16.801,G,6.0
t14.bmp,01:35:16.819,G,8.0
t15.bmp,01:35:16.834,G,7.0
t16.bmp,01:35:16.851,G,7.0
t17.bmp,01:35:16.869,G,8.0
t18.bmp,01:35:16.884,G,7.0
t19.bmp,01:35:16.905,D,10.0
t20.bmp,01:35:16.927,G,16.0
t21.bmp,01:35:16.944,G,14.0
t22.bmp,01:35:16.952,G,5.0
t23.bmp,01:35:16.974,D,14.0
t24.bmp,01:35:16.987,G,9.0
t25.bmp,01:35:17.007,G,14.0
t26.bmp,01:35:17.031,D,20.0
t27.bmp,01:35:17.045,D,10.0
t28.bmp,01:35:17.061,G,12.0
t29.bmp,01:35:17.082,D,17.0
t30.bmp,01:35:17.105,D,20.0
t31.bmp,01:35:17.126,G,17.0
t32.bmp,01:35:17.136,G,7.0
t33.bmp,01:35:17.157,G,13.0
t34.bmp,01:35:17.168,D,7.0
t35.bmp,01:35:17.183,G,5.0
t36.bmp,01:35:17.201,G,7.0
t37.bmp,01:35:17.218,G,7.0
t38.bmp,01:35:17.236,D,8.0
t39.bmp,01:35:17.255,D,11.0
t40.bmp,01:35:17.267,G,6.0
t41.bmp,01:35:17.283,G,6.0
t42.bmp,01:35:17.303,G,7.0
t43.bmp,01:35:17.318,G,6.0
t44.bmp,01:35:17.335,G,6.0
t45.bmp,01:35:17.353,D,8.0
t46.bmp,01:35:17.369,G,7.0
t47.bmp,01:35:17.383,G,6.0
t48.bmp,01:35:17.401,G,6.0
t49.bmp,01:35:17.418,G,6.0
t1.bmp,01:39:18.123,D,78.0
t2.bmp,01:39:18.642,G,14.0
t3.bmp,01:39:19.154,G,9.0
t4.bmp,01:39:19.720,G,57.0
t5.bmp,01:39:20.241,G,14.0
t6.bmp,01:39:20.758,D,13.0
t7.bmp,01:39:21.271,G,8.0
t8.bmp,01:39:21.786,D,8.0
t9.bmp,01:39:22.300,G,6.0
t10.bmp,01:39:22.820,D,9.0
t11.bmp,01:39:23.336,D,8.0
t12.bmp,01:39:23.851,G,7.0
t13.bmp,01:39:24.367,G,5.0
t14.bmp,01:39:24.889,G,11.0
t15.bmp,01:39:25.402,G,7.0
t16.bmp,01:39:25.918,G,6.0
t17.bmp,01:39:26.435,G,7.0
t18.bmp,01:39:26.955,D,9.0
t19.bmp,01:39:27.471,D,11.0
t20.bmp,01:39:27.985,G,7.0
t21.bmp,01:39:28.502,G,8.0
t22.bmp,01:39:29.029,G,17.0
t23.bmp,01:39:29.553,D,9.0
t1.bmp,01:46:17.351,G,39.0
t2.bmp,01:46:17.893,G,31.0
t3.bmp,01:46:18.429,G,20.0
t4.bmp,01:46:18.953,G,9.0
t5.bmp,01:46:19.471,G,9.0
t6.bmp,01:46:19.985,D,8.0
t7.bmp,01:46:20.502,G,8.0
t8.bmp,01:46:21.022,D,12.0
t9.bmp,01:46:21.538,G,11.0
t10.bmp,01:46:22.074,D,31.0
t11.bmp,01:46:22.584,G,6.0
t1.bmp,01:46:40.623,G,41.0
t2.bmp,01:46:41.663,G,30.0
t3.bmp,01:46:42.704,G,22.0
t4.bmp,01:46:43.725,G,9.0
